"USER_TESTING_NO","SCALE_CODE","YYYYMM","RAW_TOTAL_SCORE","ORIGIN_TOTAL_SCORE","SUBS_YN"
"89b44ee48ebf43ab964d",L01,202507,"19","19",
"8a0efcbd39284aa899f8",A01,202507,"9","9",
"8a0efcbd39284aa899f8",B01,202507,"9","9",
"8a0efcbd39284aa899f8",C01,202507,"21","21",
"8a0efcbd39284aa899f8",D01,202507,"21","21",
"8a0efcbd39284aa899f8",E01,202507,"30","30",
"8a0efcbd39284aa899f8",F01,202507,"12","12",
"8a0efcbd39284aa899f8",G01,202507,"15","15",
"8a0efcbd39284aa899f8",H01,202507,"15","15",
"8a0efcbd39284aa899f8",I01,202507,"21","21",
"8a0efcbd39284aa899f8",J01,202507,"24","24",
"8a0efcbd39284aa899f8",K01,202507,"27","27",
"8a0efcbd39284aa899f8",L01,202507,"24","24",
"8a5addcd83c54f248e30",A01,202507,"7","7",
"8a5addcd83c54f248e30",B01,202507,"8","8",
"8a5addcd83c54f248e30",C01,202507,"22","22",
"8a5addcd83c54f248e30",D01,202507,"24","24",
"8a5addcd83c54f248e30",E01,202507,"36","36",
"8a5addcd83c54f248e30",F01,202507,"16","16",
"8a5addcd83c54f248e30",G01,202507,"20","20",
"8a5addcd83c54f248e30",H01,202507,"20","20",
"8a5addcd83c54f248e30",I01,202507,"28","28",
"8a5addcd83c54f248e30",J01,202507,"32","32",
"8a5addcd83c54f248e30",K01,202507,"29","29",
"8a5addcd83c54f248e30",L01,202507,"29","29",
"8c0d0b7b008d4c91ba51",A01,202507,"9","9",
"8c0d0b7b008d4c91ba51",B01,202507,"5","5",
"8c0d0b7b008d4c91ba51",C01,202507,"30","30",
"8c0d0b7b008d4c91ba51",D01,202507,"33","33",
"8c0d0b7b008d4c91ba51",E01,202507,"20","20",
"8c0d0b7b008d4c91ba51",F01,202507,"20","20",
"8c0d0b7b008d4c91ba51",G01,202507,"24","24",
"8c0d0b7b008d4c91ba51",H01,202507,"24","24",
"8c0d0b7b008d4c91ba51",I01,202507,"34","34",
"8c0d0b7b008d4c91ba51",J01,202507,"25","25",
"8c0d0b7b008d4c91ba51",K01,202507,"44","44",
"8c0d0b7b008d4c91ba51",L01,202507,"23","23",
"8c21c65a0eb349e38888",A01,202507,"14","14",
"8c21c65a0eb349e38888",B01,202507,"9","9",
"8c21c65a0eb349e38888",C01,202507,"18","18",
"8c21c65a0eb349e38888",D01,202507,"28","28",
"8c21c65a0eb349e38888",E01,202507,"30","30",
"8c21c65a0eb349e38888",F01,202507,"15","15",
"8c21c65a0eb349e38888",G01,202507,"15","15",
"8c21c65a0eb349e38888",H01,202507,"16","16",
"8c21c65a0eb349e38888",I01,202507,"23","23",
"8c21c65a0eb349e38888",J01,202507,"25","25",
"8c21c65a0eb349e38888",K01,202507,"28","28",
"8c21c65a0eb349e38888",L01,202507,"27","27",
"8c8adc23845d40bcbac5",A01,202507,"15","15",
"8c8adc23845d40bcbac5",B01,202507,"5","5",
"8c8adc23845d40bcbac5",C01,202507,"27","27",
"8c8adc23845d40bcbac5",D01,202507,"24","24",
"8c8adc23845d40bcbac5",E01,202507,"13","13",
"8c8adc23845d40bcbac5",F01,202507,"18","18",
"8c8adc23845d40bcbac5",G01,202507,"25","25",
"8c8adc23845d40bcbac5",H01,202507,"25","25",
"8c8adc23845d40bcbac5",I01,202507,"33","33",
"8c8adc23845d40bcbac5",J01,202507,"40","40",
"8c8adc23845d40bcbac5",K01,202507,"45","45",
"8c8adc23845d40bcbac5",L01,202507,"17","17",
"8cdc84d6985945048de6",A01,202507,"10","10",
"8cdc84d6985945048de6",B01,202507,"10","10",
"8cdc84d6985945048de6",C01,202507,"25","25",
"8cdc84d6985945048de6",D01,202507,"29","29",
"8cdc84d6985945048de6",E01,202507,"18","18",
"8cdc84d6985945048de6",F01,202507,"16","16",
"8cdc84d6985945048de6",G01,202507,"20","20",
"8cdc84d6985945048de6",H01,202507,"16","16",
"8cdc84d6985945048de6",I01,202507,"28","28",
"8cdc84d6985945048de6",J01,202507,"26","26",
"8cdc84d6985945048de6",K01,202507,"41","41",
"8cdc84d6985945048de6",L01,202507,"14","14",
"8d54e277ae924d11b55f",A01,202507,"12","12",
"8d54e277ae924d11b55f",B01,202507,"8","8",
"8d54e277ae924d11b55f",C01,202507,"24","24",
"8d54e277ae924d11b55f",D01,202507,"25","25",
"8d54e277ae924d11b55f",E01,202507,"25","25",
"8d54e277ae924d11b55f",F01,202507,"14","14",
"8d54e277ae924d11b55f",G01,202507,"16","16",
"8d54e277ae924d11b55f",H01,202507,"15","15",
"8d54e277ae924d11b55f",I01,202507,"21","21",
"8d54e277ae924d11b55f",J01,202507,"26","26",
"8d54e277ae924d11b55f",K01,202507,"26","26",
"8d54e277ae924d11b55f",L01,202507,"24","24",
"8d94ef07829e4212bd7b",A01,202508,"25","25",
"8d94ef07829e4212bd7b",B01,202508,"16","16",
"8d94ef07829e4212bd7b",C01,202508,"12","12",
"8d94ef07829e4212bd7b",D01,202508,"20","20",
"8d94ef07829e4212bd7b",E01,202508,"20","20",
"8dd22b2d460744c7a8c7",A01,202507,"4","4",
"8dd22b2d460744c7a8c7",B01,202507,"6","6",
"8dd22b2d460744c7a8c7",C01,202507,"24","24",
"8dd22b2d460744c7a8c7",D01,202507,"27","27",
"8dd22b2d460744c7a8c7",E01,202507,"25","25",
"8dd22b2d460744c7a8c7",F01,202507,"11","11",
"8dd22b2d460744c7a8c7",G01,202507,"17","17",
"8dd22b2d460744c7a8c7",H01,202507,"14","14",
"8dd22b2d460744c7a8c7",I01,202507,"18","18",
"8dd22b2d460744c7a8c7",J01,202507,"27","27",
"8dd22b2d460744c7a8c7",K01,202507,"30","30",
"8dd22b2d460744c7a8c7",L01,202507,"29","29",
"8e8806b911eb4a9e9825",A01,202507,"15","15",
"8e8806b911eb4a9e9825",B01,202507,"15","15",
"8e8806b911eb4a9e9825",C01,202507,"30","30",
"8e8806b911eb4a9e9825",D01,202507,"28","28",
"8e8806b911eb4a9e9825",E01,202507,"41","41",
"8e8806b911eb4a9e9825",F01,202507,"20","20",
"8e8806b911eb4a9e9825",G01,202507,"21","21",
"8e8806b911eb4a9e9825",H01,202507,"13","13",
"8e8806b911eb4a9e9825",I01,202507,"28","28",
"8e8806b911eb4a9e9825",J01,202507,"28","28",
"8e8806b911eb4a9e9825",K01,202507,"37","37",
"8e8806b911eb4a9e9825",L01,202507,"23","23",
"8eab3a5584424bd0945f",A01,202507,"11","11",
"8eab3a5584424bd0945f",B01,202507,"6","6",
"8eab3a5584424bd0945f",C01,202507,"21","21",
"8eab3a5584424bd0945f",D01,202507,"22","22",
"8eab3a5584424bd0945f",E01,202507,"13","13",
"8eab3a5584424bd0945f",F01,202507,"20","20",
"8eab3a5584424bd0945f",G01,202507,"25","25",
"8eab3a5584424bd0945f",H01,202507,"19","19",
"8eab3a5584424bd0945f",I01,202507,"22","22",
"8eab3a5584424bd0945f",J01,202507,"19","19",
"8eab3a5584424bd0945f",K01,202507,"41","41",
"8eab3a5584424bd0945f",L01,202507,"11","11",
"8ee932654b204988993c",A01,202507,"20","20",
"8ee932654b204988993c",B01,202507,"10","10",
"8ee932654b204988993c",C01,202507,"15","15",
"8ee932654b204988993c",D01,202507,"19","19",
"8ee932654b204988993c",E01,202507,"12","12",
"8f31b6302cf14bd68f38",A01,202507,"9","9",
"8f31b6302cf14bd68f38",B01,202507,"10","10",
"8f31b6302cf14bd68f38",C01,202507,"32","32",
"8f31b6302cf14bd68f38",D01,202507,"21","21",
"8f31b6302cf14bd68f38",E01,202507,"30","30",
"8f31b6302cf14bd68f38",F01,202507,"11","11",
"8f31b6302cf14bd68f38",G01,202507,"15","15",
"8f31b6302cf14bd68f38",H01,202507,"13","13",
"8f31b6302cf14bd68f38",I01,202507,"24","24",
"8f31b6302cf14bd68f38",J01,202507,"27","27",
"8f31b6302cf14bd68f38",K01,202507,"42","42",
"8f31b6302cf14bd68f38",L01,202507,"14","14",
"8f87a6aeb93641d48f9f",A01,202507,"13","13",
"8f87a6aeb93641d48f9f",B01,202507,"11","11",
"8f87a6aeb93641d48f9f",C01,202507,"18","18",
"8f87a6aeb93641d48f9f",D01,202507,"16","16",
"8f87a6aeb93641d48f9f",E01,202507,"33","33",
"8f87a6aeb93641d48f9f",F01,202507,"11","11",
"8f87a6aeb93641d48f9f",G01,202507,"14","14",
"8f87a6aeb93641d48f9f",H01,202507,"20","20",
"8f87a6aeb93641d48f9f",I01,202507,"12","12",
"8f87a6aeb93641d48f9f",J01,202507,"25","25",
"8f87a6aeb93641d48f9f",K01,202507,"23","23",
"8f87a6aeb93641d48f9f",L01,202507,"19","19",
"9020dbc16b164d05936b",A01,202508,"11","11",
"9020dbc16b164d05936b",B01,202508,"5","5",
"9020dbc16b164d05936b",C01,202508,"20","20",
"9020dbc16b164d05936b",D01,202508,"29","29",
"9020dbc16b164d05936b",E01,202508,"13","13",
"9020dbc16b164d05936b",F01,202508,"16","16",
"9020dbc16b164d05936b",G01,202508,"21","21",
"9020dbc16b164d05936b",H01,202508,"21","21",
"9020dbc16b164d05936b",I01,202508,"32","32",
"9020dbc16b164d05936b",J01,202508,"30","30",
"9020dbc16b164d05936b",K01,202508,"39","39",
"9020dbc16b164d05936b",L01,202508,"28","28",
"902384f3b181455eb203",A01,202507,"9","9",
"902384f3b181455eb203",B01,202507,"9","9",
"902384f3b181455eb203",C01,202507,"23","23",
"902384f3b181455eb203",D01,202507,"26","26",
"902384f3b181455eb203",E01,202507,"13","13",
"902384f3b181455eb203",F01,202507,"20","20",
"902384f3b181455eb203",G01,202507,"15","15",
"902384f3b181455eb203",H01,202507,"25","25",
"902384f3b181455eb203",I01,202507,"32","32",
"902384f3b181455eb203",J01,202507,"15","15",
"902384f3b181455eb203",K01,202507,"41","41",
"902384f3b181455eb203",L01,202507,"24","24",
"907f66040258483282d8",A01,202507,"12","12",
"907f66040258483282d8",B01,202507,"10","10",
"907f66040258483282d8",C01,202507,"32","32",
"907f66040258483282d8",D01,202507,"28","28",
"907f66040258483282d8",E01,202507,"23","23",
"907f66040258483282d8",F01,202507,"20","20",
"907f66040258483282d8",G01,202507,"25","25",
"907f66040258483282d8",H01,202507,"23","23",
"907f66040258483282d8",I01,202507,"35","35",
"907f66040258483282d8",J01,202507,"37","37",
"907f66040258483282d8",K01,202507,"43","43",
"907f66040258483282d8",L01,202507,"11","11",
"908bdc51347c4833b738",A01,202507,"30","30",
"908bdc51347c4833b738",B01,202507,"20","20",
"908bdc51347c4833b738",C01,202507,"15","15",
"908bdc51347c4833b738",D01,202507,"25","25",
"908bdc51347c4833b738",E01,202507,"25","25",
"910c442188e144fcbb81",A01,202507,"11","11",
"910c442188e144fcbb81",B01,202507,"3","3",
"910c442188e144fcbb81",C01,202507,"25","25",
"910c442188e144fcbb81",D01,202507,"30","30",
"910c442188e144fcbb81",E01,202507,"14","14",
"910c442188e144fcbb81",F01,202507,"18","18",
"910c442188e144fcbb81",G01,202507,"20","20",
"910c442188e144fcbb81",H01,202507,"14","14",
"910c442188e144fcbb81",I01,202507,"31","31",
"910c442188e144fcbb81",J01,202507,"19","19",
"910c442188e144fcbb81",K01,202507,"45","45",
"910c442188e144fcbb81",L01,202507,"23","23",
"9125ba653ae14b60bbbf",A01,202507,"12","12",
"9125ba653ae14b60bbbf",B01,202507,"8","8",
"9125ba653ae14b60bbbf",C01,202507,"23","23",
"9125ba653ae14b60bbbf",D01,202507,"23","23",
"9125ba653ae14b60bbbf",E01,202507,"24","24",
"9125ba653ae14b60bbbf",F01,202507,"12","12",
"9125ba653ae14b60bbbf",G01,202507,"9","9",
"9125ba653ae14b60bbbf",H01,202507,"14","14",
"9125ba653ae14b60bbbf",I01,202507,"16","16",
"9125ba653ae14b60bbbf",J01,202507,"22","22",
"9125ba653ae14b60bbbf",K01,202507,"23","23",
"9125ba653ae14b60bbbf",L01,202507,"20","20",
"913b1d659d4c4e548247",A01,202507,"10","10",
"913b1d659d4c4e548247",B01,202507,"8","8",
"913b1d659d4c4e548247",C01,202507,"24","24",
"913b1d659d4c4e548247",D01,202507,"29","29",
"913b1d659d4c4e548247",E01,202507,"22","22",
"913b1d659d4c4e548247",F01,202507,"16","16",
"913b1d659d4c4e548247",G01,202507,"22","22",
"913b1d659d4c4e548247",H01,202507,"16","16",
"913b1d659d4c4e548247",I01,202507,"28","28",
"913b1d659d4c4e548247",J01,202507,"24","24",
"913b1d659d4c4e548247",K01,202507,"35","35",
"913b1d659d4c4e548247",L01,202507,"12","12",
"91833f3ade384b368875",A01,202507,"13","13",
"91833f3ade384b368875",B01,202507,"11","11",
"91833f3ade384b368875",C01,202507,"23","23",
"91833f3ade384b368875",D01,202507,"21","21",
"91833f3ade384b368875",E01,202507,"27","27",
"91833f3ade384b368875",F01,202507,"16","16",
"91833f3ade384b368875",G01,202507,"17","17",
"91833f3ade384b368875",H01,202507,"14","14",
"91833f3ade384b368875",I01,202507,"24","24",
"91833f3ade384b368875",J01,202507,"29","29",
"91833f3ade384b368875",K01,202507,"38","38",
"91833f3ade384b368875",L01,202507,"27","27",
"91ef69c8ee784d2fa867",A01,202507,"15","15",
"91ef69c8ee784d2fa867",B01,202507,"15","15",
"91ef69c8ee784d2fa867",C01,202507,"22","22",
"91ef69c8ee784d2fa867",D01,202507,"17","17",
"91ef69c8ee784d2fa867",E01,202507,"30","30",
"91ef69c8ee784d2fa867",F01,202507,"15","15",
"91ef69c8ee784d2fa867",G01,202507,"13","13",
"91ef69c8ee784d2fa867",H01,202507,"21","21",
"91ef69c8ee784d2fa867",I01,202507,"19","19",
"91ef69c8ee784d2fa867",J01,202507,"30","30",
"91ef69c8ee784d2fa867",K01,202507,"33","33",
"91ef69c8ee784d2fa867",L01,202507,"30","30",
"9215e880d8834bb88ef3",A01,202507,"4","4",
"9215e880d8834bb88ef3",B01,202507,"9","9",
"9215e880d8834bb88ef3",C01,202507,"21","21",
"9215e880d8834bb88ef3",D01,202507,"24","24",
"9215e880d8834bb88ef3",E01,202507,"30","30",
"9215e880d8834bb88ef3",F01,202507,"11","11",
"9215e880d8834bb88ef3",G01,202507,"19","19",
"9215e880d8834bb88ef3",H01,202507,"17","17",
"9215e880d8834bb88ef3",I01,202507,"17","17",
"9215e880d8834bb88ef3",J01,202507,"29","29",
"9215e880d8834bb88ef3",K01,202507,"23","23",
"9215e880d8834bb88ef3",L01,202507,"22","22",
"940c33c95c83453eac0b",A01,202507,"29","29",
"940c33c95c83453eac0b",B01,202507,"17","17",
"940c33c95c83453eac0b",C01,202507,"15","15",
"940c33c95c83453eac0b",D01,202507,"25","25",
"940c33c95c83453eac0b",E01,202507,"25","25",
"94a6a48901ef4ac7b68b",A01,202507,"6","6",
"94a6a48901ef4ac7b68b",B01,202507,"6","6",
"94a6a48901ef4ac7b68b",C01,202507,"20","20",
"94a6a48901ef4ac7b68b",D01,202507,"21","21",
"94a6a48901ef4ac7b68b",E01,202507,"34","34",
"94a6a48901ef4ac7b68b",F01,202507,"11","11",
"94a6a48901ef4ac7b68b",G01,202507,"12","12",
"94a6a48901ef4ac7b68b",H01,202507,"17","17",
"94a6a48901ef4ac7b68b",I01,202507,"23","23",
"94a6a48901ef4ac7b68b",J01,202507,"20","20",
"94a6a48901ef4ac7b68b",K01,202507,"34","34",
"94a6a48901ef4ac7b68b",L01,202507,"22","22",
"94a9e7b27bc0474a8a74",A01,202508,"10","10",
"94a9e7b27bc0474a8a74",B01,202508,"8","8",
"94a9e7b27bc0474a8a74",C01,202508,"15","15",
"94a9e7b27bc0474a8a74",D01,202508,"20","20",
"94a9e7b27bc0474a8a74",E01,202508,"25","25",
"94a9e7b27bc0474a8a74",F01,202508,"11","11",
"94a9e7b27bc0474a8a74",G01,202508,"15","15",
"94a9e7b27bc0474a8a74",H01,202508,"12","12",
"94a9e7b27bc0474a8a74",I01,202508,"20","20",
"94a9e7b27bc0474a8a74",J01,202508,"21","21",
"94a9e7b27bc0474a8a74",K01,202508,"25","25",
"94a9e7b27bc0474a8a74",L01,202508,"22","22",
"94f0509c92084463b3fd",A01,202507,"8","8",
"94f0509c92084463b3fd",B01,202507,"7","7",
"94f0509c92084463b3fd",C01,202507,"23","23",
"94f0509c92084463b3fd",D01,202507,"27","27",
"94f0509c92084463b3fd",E01,202507,"25","25",
"94f0509c92084463b3fd",F01,202507,"16","16",
"94f0509c92084463b3fd",G01,202507,"20","20",
"94f0509c92084463b3fd",H01,202507,"15","15",
"94f0509c92084463b3fd",I01,202507,"24","24",
"94f0509c92084463b3fd",J01,202507,"22","22",
"94f0509c92084463b3fd",K01,202507,"38","38",
"94f0509c92084463b3fd",L01,202507,"19","19",
"955bf70193f9409fab1e",A01,202507,"8","8",
"955bf70193f9409fab1e",B01,202507,"10","10",
"955bf70193f9409fab1e",C01,202507,"12","12",
"955bf70193f9409fab1e",D01,202507,"16","16",
"955bf70193f9409fab1e",E01,202507,"24","24",
"955bf70193f9409fab1e",F01,202507,"10","10",
"955bf70193f9409fab1e",G01,202507,"16","16",
"955bf70193f9409fab1e",H01,202507,"12","12",
"955bf70193f9409fab1e",I01,202507,"17","17",
"955bf70193f9409fab1e",J01,202507,"14","14",
"955bf70193f9409fab1e",K01,202507,"36","36",
"955bf70193f9409fab1e",L01,202507,"22","22",
"95abbe6ccfb74afd9ad0",A01,202507,"9","9",
"95abbe6ccfb74afd9ad0",B01,202507,"9","9",
"95abbe6ccfb74afd9ad0",C01,202507,"28","28",
"95abbe6ccfb74afd9ad0",D01,202507,"25","25",
"95abbe6ccfb74afd9ad0",E01,202507,"14","14",
"95abbe6ccfb74afd9ad0",F01,202507,"14","14",
"95abbe6ccfb74afd9ad0",G01,202507,"21","21",
"95abbe6ccfb74afd9ad0",H01,202507,"23","23",
"95abbe6ccfb74afd9ad0",I01,202507,"25","25",
"95abbe6ccfb74afd9ad0",J01,202507,"37","37",
"95abbe6ccfb74afd9ad0",K01,202507,"39","39",
"95abbe6ccfb74afd9ad0",L01,202507,"16","16",
"95b06f8999d04d748451",A01,202507,"18","18",
"95b06f8999d04d748451",B01,202507,"12","12",
"95b06f8999d04d748451",C01,202507,"9","9",
"95b06f8999d04d748451",D01,202507,"15","15",
"95b06f8999d04d748451",E01,202507,"15","15",
"95dcbde8feae4302b7aa",A01,202508,"15","15",
"95dcbde8feae4302b7aa",B01,202508,"10","10",
"95dcbde8feae4302b7aa",C01,202508,"23","23",
"95dcbde8feae4302b7aa",D01,202508,"25","25",
"95dcbde8feae4302b7aa",E01,202508,"31","31",
"95dcbde8feae4302b7aa",F01,202508,"15","15",
"95dcbde8feae4302b7aa",G01,202508,"13","13",
"95dcbde8feae4302b7aa",H01,202508,"18","18",
"95dcbde8feae4302b7aa",I01,202508,"26","26",
"95dcbde8feae4302b7aa",J01,202508,"25","25",
"95dcbde8feae4302b7aa",K01,202508,"30","30",
"95dcbde8feae4302b7aa",L01,202508,"26","26",
"96249e3b59a041359463",A01,202507,"12","12",
"96249e3b59a041359463",B01,202507,"10","10",
"96249e3b59a041359463",C01,202507,"21","21",
"96249e3b59a041359463",D01,202507,"17","17",
"96249e3b59a041359463",E01,202507,"35","35",
"96249e3b59a041359463",F01,202507,"11","11",
"96249e3b59a041359463",G01,202507,"15","15",
"96249e3b59a041359463",H01,202507,"13","13",
"96249e3b59a041359463",I01,202507,"12","12",
"96249e3b59a041359463",J01,202507,"33","33",
"96249e3b59a041359463",K01,202507,"24","24",
"96249e3b59a041359463",L01,202507,"26","26",
"9696e86fbb9746a3b556",A01,202507,"4","4",
"9696e86fbb9746a3b556",B01,202507,"7","7",
"9696e86fbb9746a3b556",C01,202507,"22","22",
"9696e86fbb9746a3b556",D01,202507,"25","25",
"9696e86fbb9746a3b556",E01,202507,"32","32",
"9696e86fbb9746a3b556",F01,202507,"12","12",
"9696e86fbb9746a3b556",G01,202507,"15","15",
"9696e86fbb9746a3b556",H01,202507,"16","16",
"9696e86fbb9746a3b556",I01,202507,"22","22",
"9696e86fbb9746a3b556",J01,202507,"26","26",
"9696e86fbb9746a3b556",K01,202507,"25","25",
"9696e86fbb9746a3b556",L01,202507,"26","26",
"96c4f80272d344008fc0",A01,202507,"23","23",
"96c4f80272d344008fc0",B01,202507,"20","20",
"96c4f80272d344008fc0",C01,202507,"15","15",
"96c4f80272d344008fc0",D01,202507,"19","19",
"96c4f80272d344008fc0",E01,202507,"14","14",
"970e656a9cdf42f4b94b",A01,202508,"10","10",
"970e656a9cdf42f4b94b",B01,202508,"9","9",
"970e656a9cdf42f4b94b",C01,202508,"6","6",
"970e656a9cdf42f4b94b",D01,202508,"11","11",
"970e656a9cdf42f4b94b",E01,202508,"15","15",
"9742e3b1fb7647999bf4",A01,202507,"7","7",
"9742e3b1fb7647999bf4",B01,202507,"3","3",
"9742e3b1fb7647999bf4",C01,202507,"28","28",
"9742e3b1fb7647999bf4",D01,202507,"32","32",
"9742e3b1fb7647999bf4",E01,202507,"10","10",
"9742e3b1fb7647999bf4",F01,202507,"20","20",
"9742e3b1fb7647999bf4",G01,202507,"25","25",
"9742e3b1fb7647999bf4",H01,202507,"25","25",
"9742e3b1fb7647999bf4",I01,202507,"35","35",
"9742e3b1fb7647999bf4",J01,202507,"8","8",
"9742e3b1fb7647999bf4",K01,202507,"42","42",
"9742e3b1fb7647999bf4",L01,202507,"9","9",
"9860d0b69b284097af29",A01,202507,"12","12",
"9860d0b69b284097af29",B01,202507,"8","8",
"9860d0b69b284097af29",C01,202507,"6","6",
"9860d0b69b284097af29",D01,202507,"8","8",
"9860d0b69b284097af29",E01,202507,"12","12",
"998aba2813564ba3a998",A01,202507,"4","4",
"998aba2813564ba3a998",B01,202507,"8","8",
"998aba2813564ba3a998",C01,202507,"19","19",
"998aba2813564ba3a998",D01,202507,"15","15",
"998aba2813564ba3a998",E01,202507,"26","26",
"998aba2813564ba3a998",F01,202507,"7","7",
"998aba2813564ba3a998",G01,202507,"11","11",
"998aba2813564ba3a998",H01,202507,"10","10",
"998aba2813564ba3a998",I01,202507,"14","14",
"998aba2813564ba3a998",J01,202507,"16","16",
"998aba2813564ba3a998",K01,202507,"19","19",
"998aba2813564ba3a998",L01,202507,"17","17",
"99c7801c6fd149f7b7b5",A01,202507,"10","10",
"99c7801c6fd149f7b7b5",B01,202507,"13","13",
"99c7801c6fd149f7b7b5",C01,202507,"7","7",
"99c7801c6fd149f7b7b5",D01,202507,"11","11",
"99c7801c6fd149f7b7b5",E01,202507,"14","14",
"9afce44112f94c0387c1",A01,202507,"10","10",
"9afce44112f94c0387c1",B01,202507,"10","10",
"9afce44112f94c0387c1",C01,202507,"16","16",
"9afce44112f94c0387c1",D01,202507,"18","18",
"9afce44112f94c0387c1",E01,202507,"33","33",
"9afce44112f94c0387c1",F01,202507,"16","16",
"9afce44112f94c0387c1",G01,202507,"12","12",
"9afce44112f94c0387c1",H01,202507,"13","13",
"9afce44112f94c0387c1",I01,202507,"21","21",
"9afce44112f94c0387c1",J01,202507,"29","29",
"9afce44112f94c0387c1",K01,202507,"23","23",
"9afce44112f94c0387c1",L01,202507,"25","25",
"9b9de6f468da4dea95a1",A01,202507,"12","12",
"9b9de6f468da4dea95a1",B01,202507,"13","13",
"9b9de6f468da4dea95a1",C01,202507,"22","22",
"9b9de6f468da4dea95a1",D01,202507,"15","15",
"9b9de6f468da4dea95a1",E01,202507,"36","36",
"9b9de6f468da4dea95a1",F01,202507,"16","16",
"9b9de6f468da4dea95a1",G01,202507,"6","6",
"9b9de6f468da4dea95a1",H01,202507,"9","9",
"9b9de6f468da4dea95a1",I01,202507,"21","21",
"9b9de6f468da4dea95a1",J01,202507,"37","37",
"9b9de6f468da4dea95a1",K01,202507,"37","37",
"9b9de6f468da4dea95a1",L01,202507,"18","18",
"9bc6ee6f3b3c4cd891f2",A01,202507,"6","6",
"9bc6ee6f3b3c4cd891f2",B01,202507,"5","5",
"9bc6ee6f3b3c4cd891f2",C01,202507,"24","24",
"9bc6ee6f3b3c4cd891f2",D01,202507,"25","25",
"9bc6ee6f3b3c4cd891f2",E01,202507,"15","15",
"9bc6ee6f3b3c4cd891f2",F01,202507,"13","13",
"9bc6ee6f3b3c4cd891f2",G01,202507,"16","16",
"9bc6ee6f3b3c4cd891f2",H01,202507,"14","14",
"9bc6ee6f3b3c4cd891f2",I01,202507,"18","18",
"9bc6ee6f3b3c4cd891f2",J01,202507,"20","20",
"9bc6ee6f3b3c4cd891f2",K01,202507,"43","43",
"9bc6ee6f3b3c4cd891f2",L01,202507,"12","12",
"9bf65fe5ad7c4f9587d3",A01,202507,"20","20",
"9bf65fe5ad7c4f9587d3",B01,202507,"11","11",
"9bf65fe5ad7c4f9587d3",C01,202507,"10","10",
"9bf65fe5ad7c4f9587d3",D01,202507,"20","20",
"9bf65fe5ad7c4f9587d3",E01,202507,"22","22",
"9c6e10d126b94da2a205",A01,202507,"13","13",
"9c6e10d126b94da2a205",B01,202507,"11","11",
"9c6e10d126b94da2a205",C01,202507,"26","26",
"9c6e10d126b94da2a205",D01,202507,"25","25",
"9c6e10d126b94da2a205",E01,202507,"18","18",
"9c6e10d126b94da2a205",F01,202507,"19","19",
"9c6e10d126b94da2a205",G01,202507,"24","24",
"9c6e10d126b94da2a205",H01,202507,"17","17",
"9c6e10d126b94da2a205",I01,202507,"24","24",
"9c6e10d126b94da2a205",J01,202507,"20","20",
"9c6e10d126b94da2a205",K01,202507,"45","45",
"9c6e10d126b94da2a205",L01,202507,"19","19",
"9d7f634feded493ead28",A01,202507,"12","12",
"9d7f634feded493ead28",B01,202507,"7","7",
"9d7f634feded493ead28",C01,202507,"7","7",
"9d7f634feded493ead28",D01,202507,"14","14",
"9d7f634feded493ead28",E01,202507,"23","23",
"9e0e3e59b6724f3b9477",A01,202507,"23","23",
"9e0e3e59b6724f3b9477",B01,202507,"20","20",
"9e0e3e59b6724f3b9477",C01,202507,"15","15",
"9e0e3e59b6724f3b9477",D01,202507,"25","25",
"9e0e3e59b6724f3b9477",E01,202507,"22","22",
"9e6759bcaf2e4f6bb75b",A01,202507,"6","6",
"9e6759bcaf2e4f6bb75b",B01,202507,"13","13",
"9e6759bcaf2e4f6bb75b",C01,202507,"24","24",
"9e6759bcaf2e4f6bb75b",D01,202507,"21","21",
"9e6759bcaf2e4f6bb75b",E01,202507,"35","35",
"9e6759bcaf2e4f6bb75b",F01,202507,"8","8",
"9e6759bcaf2e4f6bb75b",G01,202507,"19","19",
"9e6759bcaf2e4f6bb75b",H01,202507,"12","12",
"9e6759bcaf2e4f6bb75b",I01,202507,"20","20",
"9e6759bcaf2e4f6bb75b",J01,202507,"24","24",
"9e6759bcaf2e4f6bb75b",K01,202507,"28","28",
"9e6759bcaf2e4f6bb75b",L01,202507,"24","24",
"9f94baa64e1c487aa452",A01,202507,"21","21",
"9f94baa64e1c487aa452",B01,202507,"13","13",
"9f94baa64e1c487aa452",C01,202507,"12","12",
"9f94baa64e1c487aa452",D01,202507,"23","23",
"9f94baa64e1c487aa452",E01,202507,"20","20",
a01c3b6939994bb8b615,A01,202507,"15","15",
a01c3b6939994bb8b615,B01,202507,"5","5",
a01c3b6939994bb8b615,C01,202507,"30","30",
a01c3b6939994bb8b615,D01,202507,"23","23",
a01c3b6939994bb8b615,E01,202507,"45","45",
a01c3b6939994bb8b615,F01,202507,"8","8",
a01c3b6939994bb8b615,G01,202507,"15","15",
a01c3b6939994bb8b615,H01,202507,"8","8",
a01c3b6939994bb8b615,I01,202507,"21","21",
a01c3b6939994bb8b615,J01,202507,"28","28",
a01c3b6939994bb8b615,K01,202507,"31","31",
a01c3b6939994bb8b615,L01,202507,"28","28",
a11738132a16438b8670,A01,202507,"12","12",
a11738132a16438b8670,B01,202507,"10","10",
a11738132a16438b8670,C01,202507,"32","32",
